E_coli,Total_Coliforms,Enterococci,Turbidity,Residual_Chlorine,Nitrate,Disease_Risk
184,4784,16,76.4,0.03,14.35,HepatitisA
1006,6648,8,33.48,0.1,17.89,Cholera
129,4862,46,9.45,0.42,28.73,Typhoid
246,1807,8,10.37,0.35,5.16,Diarrhea
193,3800,26,33.53,0.12,13.64,HepatitisA
72,339,5,12.79,0.3,17.01,HepatitisA
976,6680,1,30.7,0.1,17.06,Cholera
193,4175,15,43.4,0.35,2.14,HepatitisA
51,1210,35,9.16,0.47,26.95,Typhoid
1010,1094,84,5.38,0.1,18.21,Dysentery
119,3812,5,17.56,0.12,19.66,HepatitisA
26,3974,14,12.05,0.44,4.0,HepatitisA
1231,4191,12,10.83,0.08,8.27,Cholera
45,4097,26,22.76,0.25,17.99,HepatitisA
318,131,7,6.82,0.39,12.16,Diarrhea
229,1142,2,17.97,0.49,7.99,Diarrhea
547,9972,2,19.43,0.14,5.77,Cholera
38,2062,42,9.21,0.56,25.63,Typhoid
467,140,92,10.06,0.04,16.65,Dysentery
107,171,7,11.39,0.29,13.7,Diarrhea
132,492,13,8.13,0.76,12.51,Typhoid
830,953,65,2.81,0.06,14.85,Dysentery
131,3621,33,7.31,0.77,20.88,Typhoid
279,1016,8,7.09,0.15,13.76,Diarrhea
517,1390,98,5.35,0.17,14.79,Dysentery
1390,1313,3,24.69,0.15,3.2,Cholera
556,3910,17,22.78,0.12,14.23,Cholera
242,511,10,10.69,0.27,10.25,Diarrhea
112,1401,23,25.02,0.41,15.71,HepatitisA
1090,585,52,11.62,0.04,16.5,Dysentery
264,714,9,17.34,0.11,3.4,Diarrhea
1802,1691,6,18.55,0.01,7.3,Cholera
16,1656,45,5.6,0.4,29.72,Typhoid
76,1652,48,8.1,0.73,25.53,Typhoid
461,1447,72,3.59,0.06,8.12,Dysentery
102,2841,22,69.06,0.08,6.92,HepatitisA
1611,5646,1,13.68,0.05,3.1,Cholera
416,888,9,19.51,0.06,7.24,Diarrhea
1083,272,29,12.99,0.24,6.34,Dysentery
1104,3703,9,48.96,0.05,11.89,Cholera
157,2993,25,96.57,0.48,13.3,HepatitisA
75,1190,5,5.99,0.27,9.05,Diarrhea
157,4743,22,48.43,0.21,8.99,HepatitisA
34,4937,12,81.47,0.48,0.02,HepatitisA
64,237,34,6.55,0.56,12.77,Typhoid
493,998,8,30.41,0.04,17.19,Cholera
342,628,92,10.96,0.14,5.14,Dysentery
417,1691,0,12.96,0.29,13.03,Diarrhea
10,2998,18,9.62,0.28,10.67,Typhoid
1371,323,51,7.11,0.16,16.0,Dysentery
180,2268,8,86.48,0.0,12.59,HepatitisA
420,930,9,9.03,0.47,3.79,Diarrhea
987,1251,83,8.75,0.09,8.11,Dysentery
86,1670,7,14.57,0.33,14.87,Diarrhea
91,1604,42,5.67,0.56,11.91,Typhoid
46,1164,22,3.61,0.62,15.56,Typhoid
13,3109,41,7.32,0.79,24.21,Typhoid
1216,2362,17,47.53,0.04,13.3,Cholera
60,3188,46,6.63,0.42,23.42,Typhoid
314,1872,1,19.06,0.22,7.5,Diarrhea
829,1635,23,4.82,0.18,8.28,Dysentery
62,4033,38,4.52,0.66,17.73,Typhoid
11,2130,0,29.27,0.29,15.4,HepatitisA
66,1665,5,4.92,0.3,8.69,Diarrhea
136,2176,9,88.77,0.16,12.5,HepatitisA
105,3011,46,8.32,0.6,27.2,Typhoid
140,1183,7,4.66,0.24,11.45,Diarrhea
100,1079,10,40.72,0.13,14.62,HepatitisA
149,273,12,9.75,0.16,0.98,Diarrhea
1930,1048,78,8.71,0.24,5.08,Dysentery
51,644,19,58.18,0.29,5.4,HepatitisA
111,1584,25,33.98,0.46,7.86,HepatitisA
1650,411,67,5.8,0.17,19.66,Dysentery
34,4539,9,15.85,0.2,4.69,HepatitisA
100,322,90,6.88,0.15,10.45,Dysentery
456,1820,0,3.86,0.31,5.38,Diarrhea
21,2617,37,5.26,0.21,29.42,Typhoid
1876,1390,51,14.79,0.1,8.77,Dysentery
1991,8011,8,37.51,0.13,9.36,Cholera
665,893,96,2.77,0.04,1.51,Dysentery
170,1718,4,54.0,0.26,2.91,HepatitisA
1436,1026,60,5.48,0.16,2.3,Dysentery
991,2065,11,30.09,0.02,5.28,Cholera
50,4157,20,1.4,0.48,16.74,Typhoid
1888,254,59,14.78,0.06,4.33,Dysentery
1674,758,40,5.85,0.13,6.78,Dysentery
5,3409,17,27.36,0.04,1.11,HepatitisA
760,5858,6,30.33,0.12,4.38,Cholera
100,4768,25,83.02,0.2,8.57,HepatitisA
926,723,77,9.47,0.14,1.75,Dysentery
154,1566,7,10.28,0.14,5.22,Diarrhea
1433,598,20,14.86,0.0,19.26,Dysentery
92,2516,33,7.01,0.67,27.86,Typhoid
162,937,1,8.38,0.03,5.64,Diarrhea
96,2286,30,7.23,0.59,24.77,Typhoid
799,1698,2,36.07,0.18,4.56,Cholera
33,1177,23,1.55,0.46,28.7,Typhoid
1972,460,30,13.63,0.03,6.83,Dysentery
73,2489,1,22.28,0.03,10.43,HepatitisA
137,1968,38,14.19,0.12,0.82,Dysentery
1503,5854,6,29.11,0.15,17.8,Cholera
623,410,36,8.44,0.24,11.53,Dysentery
110,1837,38,10.07,0.05,10.01,Dysentery
103,809,19,56.38,0.34,2.94,HepatitisA
1496,1661,67,7.44,0.21,12.27,Dysentery
328,1128,13,6.16,0.2,0.61,Diarrhea
798,8799,13,22.57,0.06,3.92,Cholera
75,1486,12,15.24,0.42,14.57,Diarrhea
170,1393,10,21.16,0.05,6.36,HepatitisA
438,275,1,13.61,0.33,0.6,Diarrhea
117,4093,0,73.55,0.33,1.77,HepatitisA
436,428,9,8.42,0.02,0.08,Diarrhea
1814,1451,58,9.78,0.18,11.16,Dysentery
1261,1555,42,3.05,0.16,3.11,Dysentery
182,597,21,69.01,0.3,9.41,HepatitisA
65,1389,34,6.99,0.65,20.25,Typhoid
974,1283,11,9.68,0.06,3.84,Cholera
37,4072,13,3.28,0.72,21.54,Typhoid
35,254,13,6.62,0.76,24.72,Typhoid
548,839,31,11.62,0.07,14.77,Dysentery
157,4000,6,94.21,0.02,1.61,HepatitisA
48,907,17,25.01,0.25,18.56,HepatitisA
812,1773,96,4.34,0.28,18.67,Dysentery
1078,1619,53,10.17,0.12,5.35,Dysentery
1198,9451,8,9.78,0.08,8.23,Cholera
69,3273,29,59.66,0.26,8.92,HepatitisA
306,1257,80,6.92,0.0,11.9,Dysentery
243,1627,92,10.51,0.13,19.35,Dysentery
379,1120,13,7.3,0.18,1.88,Cholera
1930,1412,71,6.97,0.05,14.5,Dysentery
176,1300,10,9.61,0.46,8.95,Diarrhea
163,1897,11,55.61,0.29,17.56,HepatitisA
159,1989,13,11.64,0.23,10.13,Diarrhea
38,3468,47,2.82,0.64,12.43,Typhoid
82,3116,8,99.82,0.32,1.8,HepatitisA
620,217,42,4.72,0.21,17.98,Dysentery
368,1532,0,6.86,0.24,2.87,Diarrhea
137,1665,35,4.78,0.49,27.18,Typhoid
546,1355,10,10.31,0.11,11.29,Cholera
144,2973,29,43.17,0.38,15.73,HepatitisA
172,1916,7,47.1,0.25,0.02,HepatitisA
317,2065,17,34.02,0.11,2.51,Cholera
14,826,6,23.76,0.08,11.02,HepatitisA
761,529,50,6.4,0.11,10.62,Dysentery
152,824,19,18.72,0.41,13.27,HepatitisA
330,1530,3,18.02,0.31,0.5,Diarrhea
326,1040,8,10.65,0.38,0.98,Diarrhea
1466,5321,4,23.5,0.08,0.74,Cholera
77,2984,37,6.05,0.79,19.52,Typhoid
924,7202,3,44.3,0.04,5.13,Cholera
398,8818,1,34.06,0.17,16.45,Cholera
298,1742,9,19.85,0.4,6.69,Diarrhea
478,189,14,14.89,0.12,8.08,Diarrhea
68,4144,17,48.05,0.38,17.84,HepatitisA
1672,1169,18,35.1,0.03,19.45,Cholera
113,369,34,9.38,0.6,21.62,Typhoid
181,4291,12,56.14,0.01,15.42,HepatitisA
27,903,37,5.1,0.6,18.7,Typhoid
1072,1867,38,6.05,0.14,6.94,Dysentery
145,1885,12,4.35,0.07,13.15,Diarrhea
121,1142,8,14.51,0.05,3.55,Diarrhea
117,4743,4,59.35,0.22,7.25,HepatitisA
202,207,14,11.66,0.49,4.7,Diarrhea
873,2000,19,47.29,0.02,12.83,Cholera
1385,7028,13,33.78,0.05,14.18,Cholera
165,2750,22,26.83,0.25,14.58,HepatitisA
293,1252,9,16.04,0.15,3.94,Diarrhea
127,591,21,64.85,0.29,16.97,HepatitisA
1764,1758,58,11.01,0.15,13.94,Dysentery
99,1874,16,4.76,0.62,18.83,Typhoid
138,1977,39,1.16,0.47,19.11,Typhoid
42,4493,2,61.19,0.16,18.08,HepatitisA
349,743,7,18.31,0.11,14.76,Diarrhea
476,246,6,3.75,0.23,2.04,Diarrhea
1688,8797,9,32.52,0.12,0.45,Cholera
128,1332,12,5.7,0.38,4.59,Diarrhea
181,1316,42,2.45,0.0,0.75,Dysentery
157,8386,11,24.16,0.16,16.75,Cholera
257,1623,2,15.58,0.05,2.65,Diarrhea
431,463,4,17.54,0.09,9.43,Diarrhea
937,5115,17,39.3,0.06,4.31,Cholera
1768,1610,32,2.88,0.07,12.95,Dysentery
1533,457,52,6.4,0.28,2.76,Dysentery
32,2679,42,9.54,0.38,13.79,Typhoid
92,1007,12,14.21,0.08,9.59,Diarrhea
172,4227,2,73.98,0.39,15.29,HepatitisA
365,1804,11,4.9,0.25,0.5,Diarrhea
149,1665,41,8.42,0.75,28.52,Typhoid
1048,1880,42,13.38,0.29,8.24,Dysentery
48,3337,12,6.74,0.72,11.22,Typhoid
481,385,13,6.52,0.35,1.57,Diarrhea
184,4670,22,89.89,0.25,17.43,HepatitisA
23,347,8,43.52,0.18,12.79,HepatitisA
403,1687,7,15.48,0.26,7.81,Diarrhea
422,1236,7,18.17,0.36,2.07,Diarrhea
310,1596,3,18.16,0.19,13.53,Diarrhea
104,1539,2,35.49,0.11,17.47,Cholera
144,508,10,5.38,0.18,1.65,Diarrhea
149,513,43,7.73,0.4,10.75,Typhoid
1141,813,81,4.05,0.19,8.06,Dysentery
146,1514,69,2.83,0.17,9.8,Dysentery
15,3735,44,7.46,0.46,11.12,Typhoid
1760,6383,17,12.01,0.05,16.3,Cholera
350,1731,14,6.46,0.04,6.1,Diarrhea
37,3377,38,2.52,0.54,18.83,Typhoid
1319,4808,7,23.9,0.11,16.97,Cholera
45,3981,46,5.7,0.58,14.83,Typhoid
194,2666,23,20.34,0.14,18.5,HepatitisA
1203,4028,3,40.56,0.16,15.37,Cholera
1204,224,37,3.91,0.07,9.41,Dysentery
5,1167,8,52.17,0.47,11.22,HepatitisA
337,1177,13,11.13,0.47,1.45,Diarrhea
208,682,61,13.63,0.17,14.3,Dysentery
1757,1490,52,12.31,0.18,12.26,Dysentery
1001,4410,10,36.03,0.11,9.8,Cholera
341,779,9,14.38,0.03,4.72,Diarrhea
64,467,0,49.22,0.02,1.15,HepatitisA
86,2181,1,89.33,0.06,11.75,HepatitisA
1215,2973,18,9.34,0.07,13.06,Cholera
75,3907,35,2.81,0.49,15.24,Typhoid
121,3272,28,45.51,0.19,12.04,HepatitisA
164,6751,19,33.73,0.14,3.16,Cholera
174,1026,11,18.68,0.22,8.85,Diarrhea
195,885,72,2.5,0.05,14.54,Dysentery
126,4608,45,5.72,0.47,12.27,Typhoid
164,1434,59,5.66,0.16,12.04,Dysentery
44,4838,32,7.88,0.59,13.38,Typhoid
80,1938,25,65.32,0.35,4.99,HepatitisA
426,341,92,4.47,0.17,5.27,Dysentery
88,4512,26,75.33,0.23,12.76,HepatitisA
175,428,7,65.31,0.37,7.57,HepatitisA
1160,5418,7,10.45,0.09,19.18,Cholera
59,972,3,17.37,0.49,5.86,Diarrhea
1830,825,76,12.44,0.12,16.63,Dysentery
38,4060,13,28.02,0.46,1.46,HepatitisA
1657,8061,1,19.86,0.16,10.48,Cholera
197,1117,3,18.27,0.45,9.18,Diarrhea
453,1996,93,11.78,0.2,13.06,Dysentery
1143,999,95,13.19,0.25,2.38,Dysentery
130,4033,37,3.83,0.78,25.01,Typhoid
311,246,8,10.09,0.01,14.28,Diarrhea
269,5049,16,24.72,0.1,9.69,Cholera
303,1693,1,13.65,0.45,10.46,Diarrhea
1621,2881,16,35.22,0.18,15.22,Cholera
1998,711,46,6.75,0.11,5.7,Dysentery
438,755,13,12.4,0.43,4.79,Diarrhea
119,305,46,7.59,0.71,18.89,Typhoid
492,5990,2,44.13,0.1,5.43,Cholera
231,9910,6,8.82,0.17,7.7,Cholera
52,3585,25,33.01,0.27,12.28,HepatitisA
67,1277,13,8.73,0.45,3.24,Diarrhea
489,1810,3,3.67,0.09,10.86,Diarrhea
98,446,20,95.4,0.15,2.56,HepatitisA
16,2760,19,9.77,0.8,13.07,Typhoid
819,376,97,9.01,0.01,8.93,Dysentery
770,8835,6,44.82,0.08,0.73,Cholera
40,2180,49,4.47,0.74,10.69,Typhoid
26,2614,8,14.92,0.41,0.04,HepatitisA
57,3253,23,99.99,0.4,15.69,HepatitisA
106,608,5,12.03,0.23,13.75,Diarrhea
34,435,44,4.59,0.3,25.59,Typhoid
1011,972,74,8.31,0.17,5.26,Dysentery
504,730,86,5.37,0.02,3.99,Dysentery
375,507,8,4.0,0.09,11.5,Diarrhea
101,3256,25,2.28,0.63,20.43,Typhoid
116,1613,10,66.41,0.18,4.02,HepatitisA
1997,2424,7,49.23,0.09,1.22,Cholera
398,1210,3,4.38,0.37,13.54,Diarrhea
74,2927,2,39.93,0.1,4.25,HepatitisA
96,4935,0,81.29,0.03,13.1,HepatitisA
1596,4219,7,6.21,0.02,14.2,Cholera
21,2190,17,4.59,0.54,15.12,Typhoid
278,1638,5,6.12,0.26,11.44,Diarrhea
776,556,40,13.96,0.09,11.22,Dysentery
154,779,11,3.54,0.11,5.17,Diarrhea
38,3490,13,82.14,0.31,16.07,HepatitisA
226,565,10,14.19,0.12,12.16,Cholera
171,788,12,15.56,0.21,14.7,Diarrhea
145,1663,47,5.67,0.52,21.45,Typhoid
189,3509,23,78.77,0.23,16.84,HepatitisA
25,2566,18,8.62,0.33,29.86,Typhoid
482,431,5,13.18,0.06,14.13,Diarrhea
104,4638,13,5.65,0.36,20.91,Typhoid
462,4456,7,38.59,0.18,9.36,Cholera
112,4633,42,9.43,0.46,21.42,Typhoid
110,771,5,12.45,0.49,10.25,Diarrhea
122,4139,45,2.56,0.35,13.07,Typhoid
425,378,2,6.69,0.41,6.96,Diarrhea
346,5026,7,30.86,0.1,0.25,Cholera
117,791,10,18.22,0.25,8.64,Diarrhea
1107,4501,1,28.54,0.06,7.6,Cholera
243,1825,29,8.31,0.02,11.67,Dysentery
285,885,7,12.75,0.32,8.31,Diarrhea
803,1032,40,7.04,0.04,12.63,Dysentery
582,3766,12,17.35,0.03,18.34,Cholera
47,2369,31,8.34,0.66,27.09,Typhoid
396,1635,10,3.15,0.1,10.54,Diarrhea
266,1042,58,4.42,0.14,7.65,Dysentery
935,4229,14,16.15,0.08,9.08,Cholera
156,1838,6,15.99,0.07,3.64,Diarrhea
924,415,39,4.88,0.0,1.56,Dysentery
828,4558,2,16.6,0.12,18.61,Cholera
913,2210,8,7.1,0.09,2.39,Cholera
936,881,15,33.85,0.08,19.9,Cholera
1702,8572,2,26.45,0.12,13.5,Cholera
705,1177,67,4.63,0.2,5.95,Dysentery
544,1212,34,10.5,0.03,13.08,Dysentery
24,2399,9,59.1,0.19,17.49,HepatitisA
483,1919,2,19.98,0.26,12.75,Diarrhea
63,1909,17,3.27,0.37,24.48,Typhoid
1425,1552,41,6.81,0.29,7.35,Dysentery
1085,1980,41,14.65,0.1,5.81,Dysentery
276,708,14,4.63,0.2,11.51,Diarrhea
195,3611,28,41.99,0.17,19.06,HepatitisA
159,4954,29,31.59,0.1,5.46,HepatitisA
298,1448,69,9.16,0.11,7.04,Dysentery
298,1174,60,13.86,0.04,2.09,Dysentery
74,1574,36,1.48,0.23,25.2,Typhoid
92,4934,30,6.18,0.68,26.4,Typhoid
368,1898,79,10.95,0.02,12.93,Dysentery
364,6511,17,28.35,0.09,12.33,Cholera
93,3246,9,77.9,0.06,7.91,HepatitisA
251,730,9,13.12,0.29,10.39,Diarrhea
1609,1266,54,11.28,0.21,19.7,Dysentery
89,1763,12,18.43,0.11,4.08,Diarrhea
472,1598,10,16.7,0.13,4.8,Diarrhea
106,4328,9,11.65,0.22,5.99,HepatitisA
323,550,4,19.13,0.21,4.16,Diarrhea
179,441,1,15.75,0.2,10.65,Diarrhea
142,5380,14,28.25,0.16,0.71,Cholera
72,4000,44,7.76,0.61,22.46,Typhoid
88,1672,26,7.44,0.76,27.11,Typhoid
1391,9723,2,23.2,0.07,10.58,Cholera
32,1520,34,7.33,0.3,21.88,Typhoid
177,4257,28,31.03,0.46,13.7,HepatitisA
952,598,84,14.77,0.05,13.24,Dysentery
36,653,33,5.33,0.78,25.86,Typhoid
166,632,0,76.01,0.36,0.23,HepatitisA
55,1150,9,10.92,0.38,10.4,Diarrhea
217,334,5,4.2,0.04,13.31,Diarrhea
303,426,76,8.24,0.24,16.3,Dysentery
153,2748,19,71.38,0.27,15.56,HepatitisA
1529,802,62,3.58,0.25,0.71,Dysentery
1343,1415,65,6.39,0.15,1.27,Dysentery
137,1074,5,25.97,0.25,9.52,HepatitisA
841,533,89,2.71,0.23,18.43,Dysentery
1369,802,12,5.25,0.13,15.28,Cholera
140,1539,30,1.2,0.4,19.51,Typhoid
643,1770,97,7.26,0.24,11.17,Dysentery
58,1581,9,8.22,0.06,8.43,Diarrhea
43,2208,29,53.86,0.03,7.55,HepatitisA
1353,1391,19,15.4,0.18,18.62,Cholera
29,4162,14,2.64,0.72,12.66,Typhoid
58,670,9,87.3,0.24,10.66,HepatitisA
746,904,4,38.91,0.18,3.55,Cholera
713,2014,14,29.8,0.04,2.96,Cholera
492,5779,10,7.74,0.14,11.77,Cholera
1923,879,43,5.18,0.0,2.91,Dysentery
978,5414,5,9.16,0.0,9.71,Cholera
19,2269,32,4.73,0.29,20.41,Typhoid
254,6957,10,7.85,0.02,9.88,Cholera
75,2728,21,1.76,0.54,12.09,Typhoid
165,3072,28,39.62,0.2,6.45,HepatitisA
1749,1877,83,3.01,0.22,14.14,Dysentery
26,1107,24,2.48,0.75,17.26,Typhoid
1745,9439,18,12.15,0.01,7.88,Cholera
793,1489,40,12.84,0.16,3.82,Dysentery
144,4544,19,6.23,0.24,19.03,Typhoid
294,1465,82,11.59,0.1,16.61,Dysentery
182,1312,12,13.13,0.27,14.69,Diarrhea
114,2522,22,66.54,0.2,18.25,HepatitisA
224,726,7,15.14,0.44,2.64,Diarrhea
87,3775,29,47.6,0.19,11.8,HepatitisA
1117,724,41,6.19,0.28,18.92,Dysentery
477,4426,14,21.42,0.07,14.5,Cholera
1606,5578,14,15.29,0.15,14.25,Cholera
126,3519,17,18.66,0.45,8.63,HepatitisA
1035,1679,79,10.05,0.14,11.63,Dysentery
839,584,41,2.96,0.07,13.78,Dysentery
167,1796,8,8.56,0.41,2.28,Diarrhea
1934,9341,1,45.19,0.01,9.54,Cholera
553,1190,99,6.0,0.04,2.32,Dysentery
341,1338,46,12.46,0.29,16.62,Dysentery
313,1473,7,5.19,0.46,5.88,Diarrhea
70,3836,14,28.86,0.04,14.95,HepatitisA
179,791,26,97.45,0.42,2.18,HepatitisA
75,1395,44,6.86,0.75,21.59,Typhoid
124,987,81,6.16,0.14,14.72,Dysentery
62,3378,18,2.68,0.32,19.53,Typhoid
93,4844,23,12.69,0.12,2.38,HepatitisA
681,3737,11,36.66,0.09,17.58,Cholera
751,3313,15,24.75,0.04,12.47,Cholera
103,3091,11,6.14,0.51,24.86,Typhoid
297,1112,4,18.08,0.32,11.59,Diarrhea
82,4458,15,92.7,0.2,12.21,HepatitisA
1564,6001,15,29.39,0.04,2.03,Cholera
187,2532,22,95.52,0.01,10.28,HepatitisA
1554,8467,1,16.47,0.15,7.99,Cholera
688,705,45,5.68,0.27,16.59,Dysentery
130,4546,28,26.16,0.37,4.25,HepatitisA
76,353,8,9.03,0.35,4.33,Diarrhea
953,223,42,6.98,0.21,10.99,Dysentery
52,4598,25,8.78,0.65,18.21,Typhoid
92,3568,39,4.4,0.67,13.95,Typhoid
60,4797,16,55.07,0.24,8.29,HepatitisA
191,573,5,16.99,0.0,14.91,Diarrhea
109,372,2,27.76,0.28,7.81,HepatitisA
189,1723,36,6.03,0.14,17.94,Dysentery
11,2535,18,5.98,0.44,20.12,Typhoid
56,1259,3,98.43,0.12,4.42,HepatitisA
131,3907,45,4.39,0.46,29.69,Typhoid
1759,4373,11,48.14,0.05,11.52,Cholera
56,1573,40,1.25,0.71,26.94,Typhoid
1526,1338,98,3.21,0.02,12.22,Dysentery
139,420,7,14.69,0.31,1.38,Diarrhea
61,581,26,68.96,0.43,8.13,HepatitisA
605,1277,65,2.45,0.04,3.13,Dysentery
123,289,14,2.01,0.41,19.29,Typhoid
19,2045,4,20.98,0.04,6.67,HepatitisA
71,3034,17,1.11,0.74,22.33,Typhoid
586,114,53,4.08,0.11,5.61,Dysentery
106,1180,21,35.99,0.2,17.01,HepatitisA
1004,705,59,12.13,0.19,17.0,Dysentery
117,203,13,5.74,0.74,26.97,Typhoid
53,246,0,16.04,0.38,10.97,Diarrhea
845,967,67,12.79,0.06,0.68,Dysentery
181,562,21,20.62,0.47,6.5,HepatitisA
119,695,7,4.17,0.13,2.34,Diarrhea
123,233,27,2.6,0.45,11.11,Typhoid
64,2346,26,3.91,0.31,22.33,Typhoid
1665,5175,1,10.17,0.07,4.48,Cholera
178,2457,13,81.31,0.29,4.74,HepatitisA
184,244,5,46.02,0.07,8.33,HepatitisA
96,2753,11,33.75,0.43,7.53,HepatitisA
132,3514,23,6.32,0.22,15.78,Typhoid
48,4433,18,4.9,0.72,25.78,Typhoid
206,1866,45,13.27,0.2,14.08,Dysentery
44,1918,14,4.52,0.78,20.32,Typhoid
1926,9941,7,36.2,0.16,1.46,Cholera
29,4521,14,26.5,0.45,6.2,HepatitisA
480,1508,14,12.6,0.46,0.84,Diarrhea
221,757,5,9.3,0.27,13.77,Diarrhea
96,2667,13,85.21,0.04,2.55,HepatitisA
464,941,2,10.58,0.42,4.06,Diarrhea
1893,9310,8,13.47,0.05,6.39,Cholera
119,388,43,7.85,0.62,27.78,Typhoid
23,1833,39,8.26,0.73,29.19,Typhoid
1221,7654,7,34.93,0.19,7.11,Cholera
163,621,1,99.59,0.17,15.1,HepatitisA
821,9990,14,28.33,0.18,16.14,Cholera
240,325,24,3.75,0.24,7.09,Dysentery
355,1430,0,10.2,0.39,3.24,Diarrhea
922,1942,33,10.16,0.01,1.69,Dysentery
86,2275,48,5.52,0.63,12.35,Typhoid
771,2404,7,38.76,0.06,19.51,Cholera
304,1711,1,8.19,0.07,5.72,Diarrhea
501,542,47,10.22,0.04,15.96,Dysentery
66,3730,23,22.28,0.26,4.64,HepatitisA
76,3134,14,8.46,0.6,25.56,Typhoid
50,421,48,1.06,0.65,13.86,Typhoid
498,345,78,10.01,0.17,9.67,Dysentery
16,431,11,6.57,0.26,17.92,Typhoid
175,3960,0,75.44,0.16,2.56,HepatitisA
121,4644,21,88.67,0.18,17.25,HepatitisA
183,2185,5,50.56,0.31,5.34,HepatitisA
67,4925,19,8.18,0.36,25.14,Typhoid
1896,181,63,13.28,0.21,14.92,Dysentery
408,6158,12,38.98,0.16,1.53,Cholera
416,1839,14,12.88,0.25,10.87,Diarrhea
1932,2524,11,7.09,0.05,13.73,Cholera
542,2140,18,17.51,0.08,11.47,Cholera
108,368,14,17.65,0.18,8.13,Diarrhea
31,1073,24,54.81,0.16,18.85,HepatitisA
147,1085,4,15.24,0.44,8.46,Diarrhea
22,1276,27,62.25,0.16,9.71,HepatitisA
241,1622,13,4.09,0.35,1.13,Diarrhea
1677,366,61,8.22,0.06,11.69,Dysentery
152,855,78,10.04,0.04,2.85,Dysentery
142,1662,76,12.43,0.2,4.65,Dysentery
1160,9874,11,28.95,0.04,14.93,Cholera
107,2996,28,33.67,0.32,9.35,HepatitisA
20,2662,19,27.09,0.09,0.42,HepatitisA
73,2626,43,6.61,0.44,14.95,Typhoid
1956,1633,90,3.8,0.07,16.01,Dysentery
98,1158,27,2.59,0.58,14.8,Typhoid
538,281,71,10.27,0.15,15.71,Dysentery
633,4517,7,34.25,0.08,3.55,Cholera
171,1759,1,18.08,0.21,6.38,Diarrhea
182,147,2,11.4,0.46,5.15,Diarrhea
10,4038,31,5.31,0.25,27.19,Typhoid
20,2088,29,39.43,0.08,19.91,HepatitisA
144,1301,18,8.54,0.28,12.88,Typhoid
134,1594,12,18.75,0.11,5.35,Diarrhea
1431,1442,61,14.35,0.07,11.69,Dysentery
90,2389,19,60.05,0.28,11.62,HepatitisA
407,1671,5,15.62,0.08,10.89,Diarrhea
23,2134,25,3.07,0.39,29.59,Typhoid
150,4935,26,51.75,0.45,2.07,HepatitisA
1142,883,1,41.6,0.01,15.61,Cholera
121,1470,28,2.83,0.54,18.5,Typhoid
183,612,6,79.11,0.1,3.77,HepatitisA
1135,716,15,35.71,0.08,9.86,Cholera
1063,1022,84,6.77,0.02,12.84,Dysentery
256,1101,87,6.3,0.15,16.86,Dysentery
63,3329,14,57.65,0.34,12.58,HepatitisA
12,3473,11,66.11,0.46,9.38,HepatitisA
45,3651,9,44.37,0.39,3.11,HepatitisA
844,1196,29,6.09,0.25,2.08,Dysentery
358,1463,65,4.62,0.26,7.33,Dysentery
50,615,7,13.6,0.47,1.23,Diarrhea
1943,8577,6,32.18,0.04,11.65,Cholera
269,1517,10,10.07,0.44,13.9,Diarrhea
74,2316,39,4.98,0.56,18.01,Typhoid
89,2369,3,49.7,0.4,18.5,HepatitisA
822,2906,0,26.38,0.12,11.24,Cholera
114,4352,18,9.22,0.57,11.2,Typhoid
104,201,14,55.83,0.12,19.75,HepatitisA
403,1572,4,6.27,0.06,8.16,Diarrhea
335,389,4,10.17,0.07,7.8,Diarrhea
137,1009,29,40.99,0.19,7.15,HepatitisA
404,2026,17,37.74,0.07,7.64,Cholera
57,1909,3,21.62,0.4,3.61,HepatitisA
98,4898,19,1.41,0.34,23.85,Typhoid
1273,1616,9,39.92,0.03,19.93,Cholera
106,4572,39,4.57,0.77,27.76,Typhoid
5,4174,23,86.19,0.45,16.5,HepatitisA
812,1516,94,4.47,0.21,9.64,Dysentery
261,1469,12,15.92,0.43,8.75,Diarrhea
222,1092,12,17.52,0.27,10.51,Diarrhea
485,8462,6,40.55,0.02,11.22,Cholera
998,8356,9,32.1,0.07,19.67,Cholera
60,1758,22,1.65,0.49,17.71,Typhoid
150,1323,13,7.27,0.38,1.2,Diarrhea
1930,1672,30,9.83,0.01,1.56,Dysentery
456,1093,3,11.24,0.48,14.55,Diarrhea
111,3660,22,6.16,0.37,17.84,Typhoid
532,1589,20,4.57,0.04,4.69,Dysentery
440,142,10,17.53,0.42,12.73,Diarrhea
1789,9708,10,22.59,0.08,13.22,Cholera
180,2870,3,48.11,0.02,14.35,HepatitisA
91,424,14,2.92,0.8,27.75,Typhoid
99,2455,43,1.69,0.55,25.97,Typhoid
1512,1904,37,12.11,0.14,18.97,Dysentery
226,713,3,12.86,0.28,6.38,Diarrhea
306,1324,0,19.88,0.02,1.37,Diarrhea
50,1918,16,40.68,0.41,4.21,HepatitisA
584,1943,58,10.38,0.1,5.59,Dysentery
88,4995,28,39.96,0.2,0.49,HepatitisA
1264,1796,11,22.62,0.09,6.09,Cholera
1355,1054,4,34.56,0.02,4.48,Cholera
409,1218,16,47.0,0.03,7.83,Cholera
74,2054,14,4.93,0.25,22.64,Typhoid
1712,1038,92,13.52,0.26,10.63,Dysentery
145,3124,27,14.11,0.14,4.16,HepatitisA
